Product ID,Product Title,Product Subtitle,Product Label,Product Features,Product Images,Digital Assets - Main Product Image,Digital Assets - 45-Degree Angled View,Digital Assets - Front View,Digital Assets - Left Side View,Digital Assets - Right Side View,Digital Assets - Top View,Digital Assets - Back View,Digital Assets - Packaging 45 Degree Angled View,Digital Assets - Packaging Back View,Digital Assets - Packaging Front View,Digital Assets - Packaging Left Side View,Digital Assets - Packaging Right Side View,Digital Assets - Feature Image 1,Digital Assets - Feature Image 2,Digital Assets - Feature Image 3,Digital Assets - Feature Image 4,Digital Assets - Feature Image 5,Digital Assets - Feature Image 6,Digital Assets - Feature Image 7,Digital Assets - Additional Feature Images,Digital Assets - Lifestyle Image 1,Digital Assets - Lifestyle Image 2,Digital Assets - Lifestyle Image 3,Digital Assets - Lifestyle Image 4,Digital Assets - Lifestyle Image 5,Digital Assets - Lifestyle Image 6,Digital Assets - Lifestyle Image 7,Digital Assets - Additional Lifestyle Images,Digital Assets - Product Assembly Video,Digital Assets - Product Installation Video,Digital Assets - Product Marketing Video,Digital Assets - Product Teaser Video,Digital Assets - Product Training Video,Digital Assets - Assembly/Instructional Guide - PDF,Digital Assets - DoC (Declaration of Conformity) - PDF,Digital Assets - DoP (Declaration of Performance and Test Reports) - PDF,Digital Assets - Energy Guide - PDF,Digital Assets - FSC Certification for Packaging - PDF,Digital Assets - FSC Certification for Product - PDF,Digital Assets - Installation Guide - PDF,Digital Assets - POPs (Persistent Organic Pollutants) - PDF,Digital Assets - Product Certifications - PDF,"Digital Assets - REACH (Registration, Evaluation, Authorization, and Restriction of Chemicals) - PDF",Digital Assets - Safety Data Sheet (SDS) - PDF,Digital Assets - Sell Sheet - PDF,Digital Assets - SHVC (Substances of Very High Concern) - PDF,Digital Assets - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Long Description,PRODUCT DESCRIPTIONS - Shortened Description,PRODUCT DESCRIPTIONS - Collated Feature & Benefit,PRODUCT DESCRIPTIONS - Sell Sheet - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,Packaged Dimensions - Package Depth - Centimeters,Packaged Dimensions - Package Depth - Inches,Packaged Dimensions - Package Depth - Millimeters,Packaged Dimensions - Package Height - Centimeters,Packaged Dimensions - Package Height - Inches,Packaged Dimensions - Package Height - Millimeters,Packaged Dimensions - Package Width - Centimeters,Packaged Dimensions - Package Width - Millimeters,Packaged Dimensions - Package Width - Inches,Packaged Dimensions - Package Weight - Grams,Packaged Dimensions - Package Weight - Kilograms,Packaged Dimensions - Package Weight - Pounds
OX-P204702,Auto Adjust 11-Inch C-Clamp - Gripped,General Hand Tools > Clamps & Vises > Auto Adjust Clamps,OX-P204702,,http://images.salsify.com/image/upload/s--FInzNFsw--/iobd7sikv0ze5x7redlm.jpg,http://images.salsify.com/image/upload/s--FInzNFsw--/iobd7sikv0ze5x7redlm.jpg,http://images.salsify.com/image/upload/s--b_H3s0FM--/lze1wzfsocuctajkwmuq.jpg,http://images.salsify.com/image/upload/s--zRaNOl9H--/niathszcijf9ixsr7xi8.jpg,http://images.salsify.com/image/upload/s--0CT8Cx7Z--/mx5mosqa0lpptblzhleg.jpg,http://images.salsify.com/image/upload/s--nPpADCWS--/je9vynrmoiw3fqz7vqn0.jpg,http://images.salsify.com/image/upload/s--B0-QmH0V--/hjckhmjgoe9rptk0efic.jpg,http://images.salsify.com/image/upload/s--_Qdpmv7h--/iff8b6fghhzs1vg8pid8.jpg,,http://images.salsify.com/image/upload/s--9Kb5V2NR--/lwlryeehi6o1z96tg2wu.jpg,http://images.salsify.com/image/upload/s--q9GEigmW--/xffq6yiwprkg9w4izpy4.jpg,,,http://images.salsify.com/image/upload/s--EBJc0bAh--/smo6lo0mby8pgmbbqatk.jpg,http://images.salsify.com/image/upload/s--pUDPlT_8--/hbcsokcumj5kombhi2qd.jpg,http://images.salsify.com/image/upload/s--agZaGjod--/twl1pncivgpvrdvxcxbf.jpg,http://images.salsify.com/image/upload/s--bEJ_iZ6i--/rmjdyzfo7p99kmbeurfn.jpg,http://images.salsify.com/image/upload/s--khSvPzGG--/8a6fe5f8575336ba16748762c3abc6d07dab4a62.jpg,http://images.salsify.com/image/upload/s--MSdzwiiN--/ckrgxrwqs5tougeiycko.jpg,,http://images.salsify.com/image/upload/s--7kLVG3ZC--/b640d0f1517d3a24d7530c783adf540838a07c44.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,12.79,325.0,2.8,1,28.0,14,140.0,6.36,886,0.886,1.98
OX-P085280,OX Pro Dead Blow Mallet - 5lb,General Hand Tools > Striking & Demolition > Mallets,OX-P085280,,http://images.salsify.com/image/upload/s--vBekCEri--/wdxhebrd03mvrlb91dlc.jpg,http://images.salsify.com/image/upload/s--vBekCEri--/wdxhebrd03mvrlb91dlc.jpg,http://images.salsify.com/image/upload/s--1sv2s3aC--/qna16eqzc1jpnsqm5wmy.jpg,http://images.salsify.com/image/upload/s--zNyFs5H1--/bfzhmgcjoml2bcg3sxk8.jpg,http://images.salsify.com/image/upload/s--bjJGYIEI--/yp8fnwjpeyyqxefrjklm.jpg,http://images.salsify.com/image/upload/s--TklaUMTd--/hqsjj2huq0doo6zmoy26.jpg,http://images.salsify.com/image/upload/s--w1_g-les--/ir7ym7qfplmnltazpznf.jpg,http://images.salsify.com/image/upload/s--dS4GM7Rv--/yqvkdgf8r0lp7023plsa.jpg,,http://images.salsify.com/image/upload/s--33FJFNPT--/o2cs2hsdbsrpatca2srl.jpg,http://images.salsify.com/image/upload/s--YtuM-qdT--/p0svhjnpjuxz6bcudlcy.jpg,,,http://images.salsify.com/image/upload/s--9N0k7eRZ--/a6llegdaloogp5kyqicq.jpg,http://images.salsify.com/image/upload/s--_Ma8VFkf--/cx57eodrvlxqyxcoulmo.png,http://images.salsify.com/image/upload/s--l4EY5Lku--/rcy8yarszclrt6x1yzbq.jpg,http://images.salsify.com/image/upload/s--OHNGtQEI--/h5jaizbeilal5s18buve.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,,15.75,,,,6.73,,,5.05
OX-P162707,OX Pro Tile level system 1 x 13mm spacer 2000 piece,Wet Trade Hand Tools > Tiling Tools > Tile Levelling Systems,OX-P162707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P135555,OX Pro Hand Saw w/ Coated Blade - 550mm,General Hand Tools > Cutting > Saws,OX-P135555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLC15-230/22,Trade XL 15mm Turbo Segmented Diamond Blade - Concrete & GP - 230/22.23mm,Power Tool Accessories > Diamond Blades > Concrete/Masonry Blades,XLC15-230/22,"General purpose building materials cutting blade, 15mm segment height, Applications: Standard facing bricks, precast concrete products, concrete paviors, concrete kerbs & slabs and general purpose building products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Trade XL 15mm Turbo Segmented Diamond Blade - Concrete & GP - 230/22.23mm. This 15mm segmented blade is designed for versatile building material cutting. Ideal for standard facing bricks, precast concrete, pavers, kerbs, slabs, and more. Precision-engineered for efficiency and durability, it's a must-have for construction professionals.","General purpose building materials cutting blade, 15mm segment height, Applications: Standard facing bricks, precast concrete products, concrete paviors, concrete kerbs & slabs and general purpose building products",,,,,,,,,,,,,9.06,,,9.06,,,,0.11,,,1.17
OX-W5551 : OX-W555102,OX Ultra Engineered Crew T-Shirt Black - Small,Tool Storage > Workwear > Shirts,OX-W5551 : OX-W555102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-W550703,OX Joggers - Grey - 32,Tool Storage > Workwear > Trousers,OX-W550703,"Heavy duty brushed back fleece fabric for warmth and comfort, Panelled crotch for the ultimate comfort fit & durability, OX branded zip pullers for ease of use, 300gsm 75% Cotton, 20% Polyester, 5% Viscose - GREY, 300gsm 60% Cotton, 40% Polyester - BLACK",http://images.salsify.com/image/upload/s--b7xvejJM--/g2su7afw4ns1ayg8cype.jpg,http://images.salsify.com/image/upload/s--b7xvejJM--/g2su7afw4ns1ayg8cype.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Experience the exceptional comfort of the OX Joggers. Comfort fit design, zipped pockets and available in sizes 32""-40"".","Heavy duty brushed back fleece fabric for warmth and comfort, Panelled crotch for the ultimate comfort fit & durability, OX branded zip pullers for ease of use, 300gsm 75% Cotton, 20% Polyester, 5% Viscose - GREY, 300gsm 60% Cotton, 40% Polyester - BLACK",,,,,,,,,,,,40.5,,405.0,3,,30.0,30.5,305.0,,800,0.8,0.8
OXPOS-LS,OX Ladder Stand,Marketing & Promotional > Merchandising > Floor Displays,OXPOS-LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,1000.0,15,,150.0,80,800.0,,20000,20,
OX-P086616,OX Pro Ultrastrike Straight Claw Hammer - 16oz,General Hand Tools > Striking & Demolition > Claw Hammers,OX-P086616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P408205,"Pro Internal Corner Trowel - OX Grip | 2"" x 2.75"" / 50mm x 70mm",Wet Trade Hand Tools > Plastering Tools > Plaster Trowels,OX-P408205,,http://images.salsify.com/image/upload/s--Bky0gSCe--/tsedzlol5g0i8tvtrh16.png,http://images.salsify.com/image/upload/s--Bky0gSCe--/tsedzlol5g0i8tvtrh16.png,http://images.salsify.com/image/upload/s--gtTY0HZR--/tkugxurrzg8lhlhkccnx.png,http://images.salsify.com/image/upload/s--wDDGNlk0--/sdontbkds5cexkqlhbbz.png,http://images.salsify.com/image/upload/s--O2g6a0hI--/qahkqi3moeek1cs9elua.png,,,,http://images.salsify.com/image/upload/s--Bky0gSCe--/tsedzlol5g0i8tvtrh16.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,10.55,268.0,9.8,3.86,98.0,7.7,77.0,3.03,190,0.19,0.19
OX-P016201,OX Walking Trowel Bracket only - wit,Wet Trade Hand Tools > Concreting Tools > Concrete Trowels,OX-P016201,,http://images.salsify.com/image/upload/s--i9qpSGhG--/ny3gpk0jtaspsphu64ie.png,http://images.salsify.com/image/upload/s--i9qpSGhG--/ny3gpk0jtaspsphu64ie.png,http://images.salsify.com/image/upload/s--8hRzowFX--/k7rhmzquzmfwykrxjwga.png,http://images.salsify.com/image/upload/s--VtExNGSa--/mmryavrwcbfdsg2apoyk.png,,,,,http://images.salsify.com/image/upload/s--i9qpSGhG--/ny3gpk0jtaspsphu64ie.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,9.88,251.0,5,1.97,50.0,7.7,77.0,3.03,280,0.28,0.62
OX-S484009,OX Foam Latex Cut 5 Gloves Size 9 / Large,Site & Shop Accessories > Safety > Hand Protection,OX-S484009,"Cut level C anti-cut, anti-slip, waterproof, ultra comfortable glove for sheet metal handling, glass cutting, sharp small parts handling, general assembly, Conforms to EN388",http://images.salsify.com/image/upload/s--hq1Dlogk--/g4myje7ui5eebasoisao.jpg,http://images.salsify.com/image/upload/s--hq1Dlogk--/g4myje7ui5eebasoisao.jpg,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--hq1Dlogk--/g4myje7ui5eebasoisao.jpg,http://images.salsify.com/image/upload/s--eOSEzOKq--/dvijnn5bjs4wmhlcjavl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Foam Latex Cut C Gloves Size 9 / Large geature Cut C protection, making it perfect for metal handling, glass cutting, handling sharp small parts and general assembly. These ultra comfortable gloves offer everything you need in a pair of gloves: they're anti-cut, anti-slip and waterproof. These gloves conform to EN388 standards.","Cut level C anti-cut, anti-slip, waterproof, ultra comfortable glove for sheet metal handling, glass cutting, sharp small parts handling, general assembly, Conforms to EN388",,,,,,,,,,,,5,,50.0,30,,300.0,11,110.0,,104,0.104,0.24
OX-W550706,OX Joggers - Grey - 38,Tool Storage > Workwear > Trousers,OX-W550706,"Heavy duty brushed back fleece fabric for warmth and comfort, Panelled crotch for the ultimate comfort fit & durability, OX branded zip pullers for ease of use, 300gsm 75% Cotton, 20% Polyester, 5% Viscose - GREY, 300gsm 60% Cotton, 40% Polyester - BLACK",http://images.salsify.com/image/upload/s--ckaMunMI--/ktjtjcqtgmb1isumgndk.jpg,http://images.salsify.com/image/upload/s--ckaMunMI--/ktjtjcqtgmb1isumgndk.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Experience the exceptional comfort of the OX Joggers. Comfort fit design, zipped pockets and available in sizes 32""-40"".","Heavy duty brushed back fleece fabric for warmth and comfort, Panelled crotch for the ultimate comfort fit & durability, OX branded zip pullers for ease of use, 300gsm 75% Cotton, 20% Polyester, 5% Viscose - GREY, 300gsm 60% Cotton, 40% Polyester - BLACK",,,,,,,,,,,,40.5,,405.0,3,,30.0,30.5,305.0,,800,0.8,0.8
OX-P040109,OX Pro Caulking Gun 230mm,General Hand Tools > Caulk & Sausage Guns > Caulk Guns,OX-P040109,,http://images.salsify.com/image/upload/s--uQJEGaLA--/jisepwmgbhvs9epp6j7n.png,http://images.salsify.com/image/upload/s--uQJEGaLA--/jisepwmgbhvs9epp6j7n.png,http://images.salsify.com/image/upload/s--wbUtXQUa--/gawvbcwasg6kieshnlso.png,http://images.salsify.com/image/upload/s--xE_w2KiA--/gfo6oufefuugtmgdx40p.png,,,,http://images.salsify.com/image/upload/s--KJ8OM8fR--/fwzale0nxkl9wipdhtfe.png,http://images.salsify.com/image/upload/s--uQJEGaLA--/jisepwmgbhvs9epp6j7n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.45,240.0,52,20.47,520.0,18,180.0,7.09,1000,1,2.2
BX10-200,Ultimate Superfast Helix Dry Diamond Core Drill - 200mm,Power Tool Accessories > Core Bits > Dry Core Bits,BX10-200,"Universal dry core for long life in most building materials including semi-engineering bricks, clay products, and limestone aggregate concrete, Angled slots extend through back end to expel dust, Unique 'Helix' barrel design draws dust down the barrel, 10mm segment height. High diamond concentration, Laser welded ' for ultimate strength",http://images.salsify.com/image/upload/s--ZZWXzGqv--/yxn8qtlxbwzzgiizils3.png,http://images.salsify.com/image/upload/s--ZZWXzGqv--/yxn8qtlxbwzzgiizils3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Spectrum Superior Superfast Helix Dry Diamond Core Drill is a universal dry core that boasts a long life with its tough build. This dry diamond core drills through a variety of building materials such as semi-engineering bricks, clay products, and_x000D_
limestone aggregate concrete.","Universal dry core for long life in most building materials including semi-engineering bricks, clay products, and limestone aggregate concrete, Angled slots extend through back end to expel dust, Unique 'Helix' barrel design draws dust down the barrel, 10mm segment height. High diamond concentration, Laser welded ' for ultimate strength",,,,,,,,,,,,20.5,,205.0,23,,230.0,20.5,205.0,,4200,4.2,
OX-P223325,OX Pro Slide Lock Knife + Blade Combo - 25mm,General Hand Tools > Cutting > Knives & Blades,OX-P223325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P226201,OX Pro Dual Blade Retractable Utility Knife,General Hand Tools > Cutting > Knives & Blades,OX-P226201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,,,4.92,,,,1,,,
OX-T161131,"Trade Orange Horseshoe Shims - 1000/Box | 3/16"" / 5mm",Wet Trade Hand Tools > Tiling Tools > Shims & Spacers,OX-T161131,,http://images.salsify.com/image/upload/s--T0gYf4Qg--/gadlznkqhslheppdmbhf.jpg,http://images.salsify.com/image/upload/s--T0gYf4Qg--/gadlznkqhslheppdmbhf.jpg,,,,,,,,,,,,http://images.salsify.com/image/upload/s--KTxczG-o--/ps3ygriqtmkc8amfok3z.jpg,http://images.salsify.com/image/upload/s--NSYiKFPc--/vbxdkpginq7ik2gnnnln.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,7.5,,,,12.5,,,12.02
OX-TC15-14-20,"Trade General Purpose Diamond Blade | Diameter: 14"" / 356mm | 15mm Segment | Bore: 20mm",Power Tool Accessories > Diamond Blades > General Purpose Blades,OX-TC15-14-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23
OX-P186801,OX PRO Starlock Carbide Rasp,,OX-P186801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-XL3PK-5,"OX Trade XL Diamond Blade 3 Pack - 125mm/5""",Power Tool Accessories > Diamond Blades > Multi-Purpose Blades,OX-XL3PK-5,,http://images.salsify.com/image/upload/s--79R4ozYQ--/wyn0camx5nq45o6c6cnp.png,http://images.salsify.com/image/upload/s--79R4ozYQ--/wyn0camx5nq45o6c6cnp.png,,http://images.salsify.com/image/upload/s--2UqUU_J---/o6qoikgjro494kwiyj4l.png,,,,http://images.salsify.com/image/upload/s--hIj7JKuG--/psnyqxtdsoxkblo2sodq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,13.98,355.0,0.5,0.2,5.0,20,200.0,7.87,400,0.4,0.88
OX-S245502,OX Premium Safety Helmet - Yellow,Site & Shop Accessories > Safety > Head Protection,OX-S245502,"Tough and functional helmet, Shell is manufactured from UV stabilized high density Polyethylene, 7 point Terylene harness with lip ratchet adjustment system, Conforms to EN398",http://images.salsify.com/image/upload/s--v7Ov8iGQ--/ylhxtl46xcbkju0iwiut.png,http://images.salsify.com/image/upload/s--v7Ov8iGQ--/ylhxtl46xcbkju0iwiut.png,http://images.salsify.com/image/upload/s--v7Ov8iGQ--/ylhxtl46xcbkju0iwiut.png,,,,,http://images.salsify.com/image/upload/s--l3Md98pQ--/bsav035btnvpplstvs4t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://images.salsify.com/image/upload/s--I-WgsSbf--/zy14jnqyrmghfuic1tct.pdf, http://images.salsify.com/image/upload/s--7L37RuHO--/ddk9phdbo2fcxkv3r1ds.pdf",,,,,,,,,,http://images.salsify.com/image/upload/s--mU0LNfn6--/s3ic6ycsaqknk8bgrzmj.pdf,,,,,"The OX Premium Safety Helmet - Yellow is a tough and functional helmet with a shell is manufactured from UV stabilized
high density polyethylene for maximum strength. It comes with a 6 point Terylene harness and aslip ratchet adjustment system. This helmet Conforms to EN397 standards.","Tough and functional helmet, Shell is manufactured from UV stabilized high density Polyethylene, 7 point Terylene harness with lip ratchet adjustment system, Conforms to EN398",,"http://images.salsify.com/image/upload/s--I-WgsSbf--/zy14jnqyrmghfuic1tct.pdf, http://images.salsify.com/image/upload/s--7L37RuHO--/ddk9phdbo2fcxkv3r1ds.pdf",,,http://images.salsify.com/image/upload/s--mU0LNfn6--/s3ic6ycsaqknk8bgrzmj.pdf,,"http://images.salsify.com/image/upload/s--I-WgsSbf--/zy14jnqyrmghfuic1tct.pdf, http://images.salsify.com/image/upload/s--7L37RuHO--/ddk9phdbo2fcxkv3r1ds.pdf",,,http://images.salsify.com/image/upload/s--mU0LNfn6--/s3ic6ycsaqknk8bgrzmj.pdf,,17.5,,175.0,29,,290.0,22,220.0,,400,0.4,0.91
OX-P267902,"OX Pro Tan & Black Leather Belt - 2""",Tool Storage > Tool Belts & Pouches > Belts,OX-P267902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P131424,"OX Pro 6"" Hacksaw Blades 24 TP1 Pack 10",General Hand Tools > Cutting > Saws,OX-P131424,"Cuts aluminium, iron, copper, carbon steel and hard plastic, Pack of 4 blades",http://images.salsify.com/image/upload/s--hCTbzXd6--/n9utsxe1nndeb9xv7edt.png,http://images.salsify.com/image/upload/s--hCTbzXd6--/n9utsxe1nndeb9xv7edt.png,http://images.salsify.com/image/upload/s--hCTbzXd6--/n9utsxe1nndeb9xv7edt.png,http://images.salsify.com/image/upload/s--liSVCuw3--/kvlrv2vqthkss3k9ahcv.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro 12"" hacksaw blades cut aluminium, copper, carbon steel and hard plastic. Featuring ultra sharp cutting teeth and available in packs of 10.","Cuts aluminium, iron, copper, carbon steel and hard plastic, Pack of 4 blades",,,,,,,,,,,,1,,10.0,24,,240.0,7,70.0,,47,0.047,0.11
RX6-180/22,Pro Dia Blade - Mortar Raking - 180/22.23mm,Power Tool Accessories > Diamond Blades > Tuck Pointing Blades,RX6-180/22,"High quality 6mm wide segment blade, Fast cut/long life, Applications: Mortar raking, abrasive materials",http://images.salsify.com/image/upload/s--CJp4HVek--/ycuttm6344ur7tizvshb.png,http://images.salsify.com/image/upload/s--CJp4HVek--/ycuttm6344ur7tizvshb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Spectrum Superior Dia Blade - Mortar Raking - 180/22.23mm is a market leader for mortar raking diamond blades. This high-quality 6mm-wide segment blade smoothly cuts through abrasive materials.,"High quality 6mm wide segment blade, Fast cut/long life, Applications: Mortar raking, abrasive materials",,,,,,,,,,,,1,,10.0,21,,210.0,19,190.0,,820,0.82,
OX-P011112,"Pro Wide London Pattern Brick Trowel - OX Grip | 12"" / 305mm",Wet Trade Hand Tools > Masonry Tools > Masonry Trowels,OX-P011112,,http://images.salsify.com/image/upload/s--O6DgnIN---/o1cixdqucon6aox7joxd.jpg,http://images.salsify.com/image/upload/s--O6DgnIN---/o1cixdqucon6aox7joxd.jpg,http://images.salsify.com/image/upload/s--lueRlUGA--/mgvxhxqyaqjwfozxspwd.jpg,http://images.salsify.com/image/upload/s--oCXQfqdk--/zjm78pawmnrsiaiukyi3.jpg,http://images.salsify.com/image/upload/s--LB-Hgj-i--/djsqsqo1bx44dvrxia6s.jpg,http://images.salsify.com/image/upload/s--dm7cukJ6--/ve1nm1yhe9gpcc2nahcm.jpg,http://images.salsify.com/image/upload/s--3yBKEglS--/ukjndiwphhxslqdypk5m.jpg,http://images.salsify.com/image/upload/s--Fpg9ZdBv--/rp9oqlcaoporbyhhhr6w.jpg,,,http://images.salsify.com/image/upload/s--nifnsUBS--/qw01zn4d5y0yc79iij85.jpg,,,http://images.salsify.com/image/upload/s--9xhhvnF8--/aphqy0ydit2bgaqqj867.jpg,http://images.salsify.com/image/upload/s--1cjKj7g8--/kb3bfdgly50jw1xbdh31.jpg,http://images.salsify.com/image/upload/s--aCBFGLJ---/tjgz5dqe67w0vtjel8ym.jpg,http://images.salsify.com/image/upload/s--Vz04IbaR--/nhqc71joidllromsvd4w.jpg,http://images.salsify.com/image/upload/s--q4LyOoOo--/q00b35sktj5igsdtnaoy.jpg,http://images.salsify.com/image/upload/s--0F4FagIU--/nu97dkh5ymd7kcwnoecu.jpg,http://images.salsify.com/image/upload/s--LaAx6tEc--/texvaaxcbysgs7u5qvxm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,20.47,520.0,1,3.94,10.0,15,150.0,5.91,560,0.56,0.58
OX-UCF-20,"OX Ultimate UCF 20"" Floor Saw Diamond Blade - Concrete",,OX-UCF-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,40.0,1,,10.0,3.6,36.0,,5850,5.85,
OX-TCTA-1903048,OX Alu/Plastic/Laminate Cutting Circular Saw Blade 190/30mm,Power Tool Accessories > Saw Blades > Laminate Saw Blades,OX-TCTA-1903048,"Negative Rake Triple Chip (TCG) tooth configuration for cutting Aluminium/Plastic/Laminate, Reamed bore to ensure precision fit to spindle, Embedded tungsten tip, Supplied with reducing rings, 190mm Diameter with 30mm bore and 48 teeth",http://images.salsify.com/image/upload/s--gO9X6LcM--/upeu6htmv8cgqantxowt.png,http://images.salsify.com/image/upload/s--gO9X6LcM--/upeu6htmv8cgqantxowt.png,http://images.salsify.com/image/upload/s--gO9X6LcM--/upeu6htmv8cgqantxowt.png,http://images.salsify.com/image/upload/s--CTZpbpEV--/pwatkkiiimfqq7oj6he6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Alu/Plastic/Laminate Cutting Circular Saw Blade comes with a Negative Rake Triple Chip (TCG) tooth configuration that makes cutting aluminium, plastic and laminate easily. It features a reducing rings and an embedded tungsten tip. A reamed bore allows it to fit perfectly into its spindle.","Negative Rake Triple Chip (TCG) tooth configuration for cutting Aluminium/Plastic/Laminate, Reamed bore to ensure precision fit to spindle, Embedded tungsten tip, Supplied with reducing rings, 190mm Diameter with 30mm bore and 48 teeth",,,,,,,,,,,,0.8,,8.0,28,,280.0,22.5,225.0,,515,0.515,1.14
OX-TTD-13,OX Trade 13mm Electroplated Diamond Holesaw,Power Tool Accessories > Core Bits > Tile Holesaws,OX-TTD-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-T331411,OX Trade 11 Step Extension Ladder - 150kgs,Site & Shop Accessories > Site Supplies > Ladders,OX-T331411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-T188301,"OX Trowel Machine Part - TM24, TM30, TM36, TM40 and TM46 Oil Viewing Glass",Power Tools > Wet Trade Power Tools > Trowelling Machines & Accessories,OX-T188301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
