Product ID,Product Title,Product Subtitle,Product Label,Product Features,Product Images,Digital Assets - Main Product Image,Digital Assets - 45-Degree Angled View,Digital Assets - Front View,Digital Assets - Left Side View,Digital Assets - Right Side View,Digital Assets - Top View,Digital Assets - Back View,Digital Assets - Packaging 45 Degree Angled View,Digital Assets - Packaging Back View,Digital Assets - Packaging Front View,Digital Assets - Packaging Left Side View,Digital Assets - Packaging Right Side View,Digital Assets - Feature Image 1,Digital Assets - Feature Image 2,Digital Assets - Feature Image 3,Digital Assets - Feature Image 4,Digital Assets - Feature Image 5,Digital Assets - Feature Image 6,Digital Assets - Feature Image 7,Digital Assets - Additional Feature Images,Digital Assets - Lifestyle Image 1,Digital Assets - Lifestyle Image 2,Digital Assets - Lifestyle Image 3,Digital Assets - Lifestyle Image 4,Digital Assets - Lifestyle Image 5,Digital Assets - Lifestyle Image 6,Digital Assets - Lifestyle Image 7,Digital Assets - Additional Lifestyle Images,Digital Assets - Product Assembly Video,Digital Assets - Product Installation Video,Digital Assets - Product Marketing Video,Digital Assets - Product Teaser Video,Digital Assets - Product Training Video,Digital Assets - Assembly/Instructional Guide - PDF,Digital Assets - DoC (Declaration of Conformity) - PDF,Digital Assets - DoP (Declaration of Performance and Test Reports) - PDF,Digital Assets - Energy Guide - PDF,Digital Assets - FSC Certification for Packaging - PDF,Digital Assets - FSC Certification for Product - PDF,Digital Assets - Installation Guide - PDF,Digital Assets - POPs (Persistent Organic Pollutants) - PDF,Digital Assets - Product Certifications - PDF,"Digital Assets - REACH (Registration, Evaluation, Authorization, and Restriction of Chemicals) - PDF",Digital Assets - Safety Data Sheet (SDS) - PDF,Digital Assets - Sell Sheet - PDF,Digital Assets - SHVC (Substances of Very High Concern) - PDF,Digital Assets - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Long Description,PRODUCT DESCRIPTIONS - Shortened Description,PRODUCT DESCRIPTIONS - Collated Feature & Benefit,PRODUCT DESCRIPTIONS - Sell Sheet - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,Packaged Dimensions - Package Depth - Centimeters,Packaged Dimensions - Package Depth - Inches,Packaged Dimensions - Package Depth - Millimeters,Packaged Dimensions - Package Height - Centimeters,Packaged Dimensions - Package Height - Inches,Packaged Dimensions - Package Height - Millimeters,Packaged Dimensions - Package Width - Centimeters,Packaged Dimensions - Package Width - Millimeters,Packaged Dimensions - Package Width - Inches,Packaged Dimensions - Package Weight - Grams,Packaged Dimensions - Package Weight - Kilograms,Packaged Dimensions - Package Weight - Pounds
BZX162,Ultimate Universal Dry Diamond Core Drill - 162mm,Power Tool Accessories > Core Bits > Dry Core Bits,BZX162,"The fastest core on the market guaranteed, will even drill hard concrete, With laser welded segments for ultimate strength the BZX is an incredibly versatile core, drilling almost anything including engineering and concrete, Applications: all house bricks, engineering bricks, concrete blocks, general building materials, concrete, natural stone",http://images.salsify.com/image/upload/s--VJB3rxEf--/m61ymq3xkz56hayikeuz.png,http://images.salsify.com/image/upload/s--VJB3rxEf--/m61ymq3xkz56hayikeuz.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Ultimate Universal Dry Diamond Core Drill - 162mm: the fastest core drill on the market, guaranteed to tackle even hard concrete effortlessly. Featuring laser-welded segments for unparalleled strength, the BZX is incredibly versatile, drilling through house bricks, engineering bricks, concrete blocks, and more. Ideal for various applications, including general building materials, concrete, and natural stone.","The fastest core on the market guaranteed, will even drill hard concrete, With laser welded segments for ultimate strength the BZX is an incredibly versatile core, drilling almost anything including engineering and concrete, Applications: all house bricks, engineering bricks, concrete blocks, general building materials, concrete, natural stone",,,,,,,,,,,,17,,170.0,23,,230.0,17,170.0,,2800,2.8,6.18
OX-P266934,"Pro 3-Inch White Leather Tool Belt - Large 35"" to 46""",Tool Storage > Tool Belts & Pouches > Belts,OX-P266934,,http://images.salsify.com/image/upload/s--fpViEIrs--/wcvfh9suod2kdxzhewmn.jpg,http://images.salsify.com/image/upload/s--fpViEIrs--/wcvfh9suod2kdxzhewmn.jpg,,http://images.salsify.com/image/upload/s--9Nu5AHLy--/myhjwdohgjba5i73e9a7.jpg,,,,http://images.salsify.com/image/upload/s--t6xmX53M--/l8bbljh920rc1paw4ygj.jpg,,http://images.salsify.com/image/upload/s--y4-zQgY0--/saxa8kkvnd1okctgi5hd.png,http://images.salsify.com/image/upload/s--PgwoctoC--/btw8knwivw1uspxdkfxc.jpg,,,http://images.salsify.com/image/upload/s--P4nYOBAk--/wl3vcslotdekozhsvvgb.jpg,http://images.salsify.com/image/upload/s--AP2_p_l0--/zrberqeuep73qrlydfhs.jpg,http://images.salsify.com/image/upload/s--SypLp-sU--/ujwlvgchkvy1wuapwz30.jpg,http://images.salsify.com/image/upload/s--MOAKp63y--/hpwlguejb4bw5t0isjmq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,2.25,,,,3.25,,,1
OX-T187146,OX Trowel Machine Part - TM46 Belt Guard,Power Tools > Wet Trade Power Tools > Trowelling Machines & Accessories,OX-T187146,,http://images.salsify.com/image/upload/s--696bCcKs--/hxcukit754xm083ye2hx.png,http://images.salsify.com/image/upload/s--696bCcKs--/hxcukit754xm083ye2hx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1.5,3.31
OX-P441812,OX Pro Stillson Wrench 300mm / 12in,General Hand Tools > Fastening > Wrenches,OX-P441812,"Deeply grooved jaws for instant grip and ratcheting action, Tough robust construction, 3mm / 12 Inch, 4mm Jaw Opening, .",http://images.salsify.com/image/upload/s--8ZTBKJnS--/hegh6rsahxljrspwanyb.png,http://images.salsify.com/image/upload/s--8ZTBKJnS--/hegh6rsahxljrspwanyb.png,http://images.salsify.com/image/upload/s--RzUTuuJt--/tzrdllfkcaar6g9qwc4m.jpg,http://images.salsify.com/image/upload/s--8ZTBKJnS--/hegh6rsahxljrspwanyb.png,,,,http://images.salsify.com/image/upload/s--DtYpOKWg--/bxzvusjscz5satvijqdf.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Pro Stillson Wrench feature deeply grooved jaws that give it instant grip and ratcheting action.,"Deeply grooved jaws for instant grip and ratcheting action, Tough robust construction, 3mm / 12 Inch, 4mm Jaw Opening, .",,,,,,,,,,,,3,1.18,30.0,28,11.02,280.0,7,70.0,2.76,700,0.7,1.54
OX-T013606,OX Trade 152mm Pointing Trowel,Wet Trade Hand Tools > Masonry Tools > Masonry Trowels,OX-T013606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P405842,"Pro SST Square Notch Trowel - OX Grip | Size: 11"" x 4.75"" / 280mm x 120mm | Square Notch: 1/4"" x 3/8"" x 1/4"" / 6mm x 9mm x 6mm",Wet Trade Hand Tools > Tiling Tools > Tile Trowels,OX-P405842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
MTD-14,Premium M14 Dry Cut Diamond Tile Drill - 14mm,Power Tool Accessories > Core Bits > Tile Holesaws,MTD-14,"Vacuum brazed diamond tip, High-speed drilling, Long life, M14 fitting for use with angle grinders, Suitable for use on all tiles and porcelain including Grade 5",http://images.salsify.com/image/upload/s--CGRgZf-H--/qdxpiffrk3mt22ipmzxi.png,http://images.salsify.com/image/upload/s--CGRgZf-H--/qdxpiffrk3mt22ipmzxi.png,http://images.salsify.com/image/upload/s--CGRgZf-H--/qdxpiffrk3mt22ipmzxi.png,http://images.salsify.com/image/upload/s--olHCqM-k--/pbgkq261jmureq0p84uy.png,,,,,,,,,,http://images.salsify.com/image/upload/s--0dciptOk--/qohjj33ibxw9avb5hzun.png,http://images.salsify.com/image/upload/s--PvELYSxN--/i4oltsbczuctvaphjcl9.png,http://images.salsify.com/image/upload/s--RZSUiHM9--/borky1dlljlannup7f1r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Spectrum M14 Dry Cut Diamond Tile Drill - 14mm. Engineered with a vacuum brazed diamond tip, it ensures high-speed drilling and extended lifespan. With its M14 fitting, compatible with angle grinders, it effortlessly tackles all tiles and porcelain, including Grade 5, making it a versatile choice.","Vacuum brazed diamond tip, High-speed drilling, Long life, M14 fitting for use with angle grinders, Suitable for use on all tiles and porcelain including Grade 5",,,,,,,,,,,,2.2,,22.0,14.5,,145.0,7,70.0,,74,0.07372,0.16
OX-P638CS1,OX Pro Shot Deep Hole Chalk Spray Marker,,OX-P638CS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P087122,OX Pro Ultrastrike Straight Claw Hammer Milled Face - 22oz,General Hand Tools > Striking & Demolition > Claw Hammers,OX-P087122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P530116,"Pro Ultraflex Finishing Trowel | 16"" x 4.25"" / 405mm x 110mm",Wet Trade Hand Tools > Plastering Tools > Plaster Trowels,OX-P530116,"Ultra-flexible 0.3mm stainless-steel blade providing the perfect finish, Lightweight fully fastened shank for superior balance and strength, Unique twin blade technology suitable for plaster finishing or smoothing concrete., Rounded corners to ensure a smooth finish, Ergonomic soft grip handle to reduce fatigue and increase comfort",http://images.salsify.com/image/upload/s--X6Rjyw2Z--/berx4ukwzblzvs3uvpkm.png,http://images.salsify.com/image/upload/s--X6Rjyw2Z--/berx4ukwzblzvs3uvpkm.png,http://images.salsify.com/image/upload/s--X6Rjyw2Z--/berx4ukwzblzvs3uvpkm.png,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--YJl_kwpP--/ol2fp1c6vmwdfaydvn8l.jpg,http://images.salsify.com/image/upload/s--2pzkqs11--/sojgakssc2sbyjwoamyx.jpg,http://images.salsify.com/image/upload/s--VdpgPy7I--/atgehtbq25p0zxk7bz8j.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro 16"" Ultraflex Finishing Trowel gives plaster surfaces the perfect finish with its 0.3mm ultra flexible blade, lightweight design, and comfort grip handle. Its unique twin blade technology and rounded corners help eliminate trowel lines. Its riveted handle offers added strength and durability.","Ultra-flexible 0.3mm stainless-steel blade providing the perfect finish, Lightweight fully fastened shank for superior balance and strength, Unique twin blade technology suitable for plaster finishing or smoothing concrete., Rounded corners to ensure a smooth finish, Ergonomic soft grip handle to reduce fatigue and increase comfort",,,,,,,,,,,,9,,90.0,40.5,,405.0,11.5,115.0,,514,0.514,1.2
OX-P102201,OX Pro Mortar Spike,Wet Trade Hand Tools > Masonry Tools > Line Blocks & Pins,OX-P102201,"Solid steel & zinc plated, New 'thread insert' threading system, 'T' bolt/thumb screw & thread length 80mm, -, .",http://images.salsify.com/image/upload/s--o-BYMl9_--/qdedhf2ynj9iu6kp1bbe.png,http://images.salsify.com/image/upload/s--o-BYMl9_--/qdedhf2ynj9iu6kp1bbe.png,http://images.salsify.com/image/upload/s--zQHvr2uY--/m8v4s6dnnyobxmh6ko55.jpg,http://images.salsify.com/image/upload/s--o-BYMl9_--/qdedhf2ynj9iu6kp1bbe.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Pro Mortar Spike features a new 'thread insert' threading system and comes with a 'T' bolt/thumb screw with a 80mm thread length. It's made from zinc-plated solid steel for maximum durability.,"Solid steel & zinc plated, New 'thread insert' threading system, 'T' bolt/thumb screw & thread length 80mm, -, .",,,,,,,,,,,,3.5,,35.0,24.5,,245.0,13.5,135.0,,230,0.23,0.44
OX-UDH10-20,"Ultimate OXTreme Multi-Cut Diamond Blade | 20"" / 508mm",Power Tool Accessories > Diamond Blades > Asphalt/Block Blades,OX-UDH10-20,,http://images.salsify.com/image/upload/s--er3CAzTY--/i6kzgu0fqsal7eujyv2c.jpg,http://images.salsify.com/image/upload/s--er3CAzTY--/i6kzgu0fqsal7eujyv2c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75
OX-P049102,OX Pro Replacement Barrel End Cap,Site & Shop Accessories > Site Supplies > Scrapers & Blades,OX-P049102,,http://images.salsify.com/image/upload/s--A2LahEyr--/ffz7srkg77ynsuatotck.jpg,http://images.salsify.com/image/upload/s--A2LahEyr--/ffz7srkg77ynsuatotck.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-W551806,OX Tech Hoodie - XXL,,OX-W551806,"Tone technical interlock workwear hoodie, Bonded chest pocket, Ribbed cuffs and hem, OX Tools branded pullers, OX Tools branded drawcord",http://images.salsify.com/image/upload/s--U_Qilw1F--/kvn57qnr0ikpglrrhnln.png,http://images.salsify.com/image/upload/s--U_Qilw1F--/kvn57qnr0ikpglrrhnln.png,,,,,,http://images.salsify.com/image/upload/s--VkfCdOnw--/mlxenn72r3wchiwwtzha.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Tech Hoodie - XXL features a 2 tone technical interlock workwear hoodie made from a comfortable, breathable 310gsm blend of 71% Cotton, 22% Polyester and 7% Elastane. It also includes a bonded chest pocket and ribbed cuffs and hem. For extra style, this workwear hoodies comes with OX Tools branded pullers and an OX Tools branded drawcord.","Tone technical interlock workwear hoodie, Bonded chest pocket, Ribbed cuffs and hem, OX Tools branded pullers, OX Tools branded drawcord",,,,,,,,,,,,2.5,,25.0,84,,840.0,65,650.0,,800,0.8,
OX-U268503,Ultimate 10-Pocket Leather & Nylon Drywaller's Pouch w/ Kevlar Reinforcement,Tool Storage > Tool Belts & Pouches > Pouches,OX-U268503,,http://images.salsify.com/image/upload/s--FSux8Seq--/njt4tarudtnzmjryr0im.jpg,http://images.salsify.com/image/upload/s--FSux8Seq--/njt4tarudtnzmjryr0im.jpg,,http://images.salsify.com/image/upload/s--QHnTP511--/m4x99iehnurmi9rxvqtf.jpg,http://images.salsify.com/image/upload/s--9w5zI3Wb--/hdasvqqtn9jkmfsc7qpx.jpg,http://images.salsify.com/image/upload/s--MsE_hVpO--/p8bimeacxrlcsnuwwnlo.jpg,http://images.salsify.com/image/upload/s--8_IV_o9Q--/oaozqhtjecb5rhzgwlzl.jpg,http://images.salsify.com/image/upload/s--ZdRd6BhM--/y6hrj9iyh6emu46hgvhe.jpg,,http://images.salsify.com/image/upload/s---H9ufO4g--/wyslfi9mcj5jhebangcy.png,http://images.salsify.com/image/upload/s--IMw8OYf6--/ndrx2jxipem8hvjccew1.png,,,http://images.salsify.com/image/upload/s--nV3OI6yf--/oh6von6lrh1kf6cyqcdv.png,,,,,,,,http://images.salsify.com/image/upload/s--Z98LlK3o--/comwrywaxzv3cwzx6kab.jpg,,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s---SmZ0sVY--/cjgeh4s3gvdlrcznh2m4.pdf,,,,,,http://images.salsify.com/image/upload/s---SmZ0sVY--/cjgeh4s3gvdlrcznh2m4.pdf,,,,,,,,,,,8.89,3.5,88.9,26.67,13.5,266.7,35.56,355.6,14,700,0.7,1.54
OX-T536320,OX Trade Stainless Steel Wide Groover - 150 x 150mm - 20mm Depth,Wet Trade Hand Tools > Concreting Tools > Edgers & Groovers,OX-T536320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P041009127,QUBOX Cube Alu matt silver 8 x 2500mm,Wet Trade Hand Tools > Tiling Tools > Tile Profiles,OX-P041009127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-T332105,OX Trade 5 Step Fibreglass Platform Ladder - 150kgs,Site & Shop Accessories > Site Supplies > Ladders,OX-T332105,,http://images.salsify.com/image/upload/s--lP2lbvSY--/yr4gtkkmyxdseew6mycn.png,http://images.salsify.com/image/upload/s--lP2lbvSY--/yr4gtkkmyxdseew6mycn.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-D459702A,OX Full Height Kits - Extension Bay - Part 1 of 2,Marketing & Promotional > Merchandising > Floor Displays,OX-D459702A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-T182124,"OX Trade Trowel Machine Accessories - 24"" Float Pan",Power Tools > Wet Trade Power Tools > Trowelling Machines & Accessories,OX-T182124,,http://images.salsify.com/image/upload/s--Ax0xefmQ--/m00vzz8kjpt7wramknz6.png,http://images.salsify.com/image/upload/s--Ax0xefmQ--/m00vzz8kjpt7wramknz6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,60.0,3,,30.0,6,60.0,,8000,8,
OX-P021636,OX Pro 3600mm Standard Straight Edge,Wet Trade Hand Tools > Concreting Tools > Screeds & Straight Edges,OX-P021636,,http://images.salsify.com/image/upload/s---bOWTgZR--/gznvrs81ivbv7b3hhbh5.png,http://images.salsify.com/image/upload/s---bOWTgZR--/gznvrs81ivbv7b3hhbh5.png,,http://images.salsify.com/image/upload/s--rtnbSJk9--/xfmfmqho86yraqn03tuy.png,,http://images.salsify.com/image/upload/s---bOWTgZR--/gznvrs81ivbv7b3hhbh5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,142.52,3620.0,13,5.12,130.0,17,170.0,6.69,3620,3.62,7.98
OX-W551802,OX Tech Hoodie - S,,OX-W551802,"Tone technical interlock workwear hoodie, Bonded chest pocket, Ribbed cuffs and hem, OX Tools branded pullers, OX Tools branded drawcord",http://images.salsify.com/image/upload/s--vMqwp1iw--/khc29aikatd8w2aozvoz.png,http://images.salsify.com/image/upload/s--vMqwp1iw--/khc29aikatd8w2aozvoz.png,,,,,,http://images.salsify.com/image/upload/s--x7YNKq7N--/qpuhg7hhoatgqlq8eg9u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Tech Hoodie - S features a 2 tone technical interlock workwear hoodie made from a comfortable, breathable 310gsm blend of 71% Cotton, 22% Polyester and 7% Elastane. It also includes a bonded chest pocket and ribbed cuffs and hem. For extra style, this workwear hoodies comes with OX Tools branded pullers and an OX Tools branded drawcord.","Tone technical interlock workwear hoodie, Bonded chest pocket, Ribbed cuffs and hem, OX Tools branded pullers, OX Tools branded drawcord",,,,,,,,,,,,2.5,,25.0,72,,720.0,65,650.0,,800,0.8,
OX-P088920,Pro 20-Ounce Smooth Face Framing Hammer | Curved Hickory Handle w/ TPR Grip,,OX-P088920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,,1.52,,,,5.98,,,2.09
BX10-182,Ultimate Superfast Helix Dry Diamond Core Drill - 182mm,Power Tool Accessories > Core Bits > Dry Core Bits,BX10-182,"Universal dry core for long life in most building materials including semi-engineering bricks, clay products, and limestone aggregate concrete, Angled slots extend through back end to expel dust, Unique 'Helix' barrel design draws dust down the barrel, 10mm segment height. High diamond concentration, Laser welded ' for ultimate strength",http://images.salsify.com/image/upload/s--kKs_rF1T--/prqamwviv1k00goqbe0k.png,http://images.salsify.com/image/upload/s--kKs_rF1T--/prqamwviv1k00goqbe0k.png,,http://images.salsify.com/image/upload/s--ZAGO7WSb--/u8xbaegseqf72llr92wr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Spectrum Superior Superfast Helix Dry Diamond Core Drill is a universal dry core that boasts a long life with its tough build. This dry diamond core drills through a variety of building materials such as semi-engineering bricks, clay products, and_x000D_
limestone aggregate concrete.","Universal dry core for long life in most building materials including semi-engineering bricks, clay products, and limestone aggregate concrete, Angled slots extend through back end to expel dust, Unique 'Helix' barrel design draws dust down the barrel, 10mm segment height. High diamond concentration, Laser welded ' for ultimate strength",,,,,,,,,,,,19,,190.0,23,,230.0,19,190.0,,2513,2.513,7.11
OX-P041209131,QUBOX Cube Alu shiny silver 10 x 2500mm,Wet Trade Hand Tools > Tiling Tools > Tile Profiles,OX-P041209131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-T535712,OX Trade Notched Stainless Steel Tiling Trowel - 12mm,Wet Trade Hand Tools > Tiling Tools > Tile Trowels,OX-T535712,"Stainless steel blade for durability and rust resistance, Heavy duty riveted aluminium shank for strength and durability, DURAGRIP handle for comfort during use, Ideal for precise scooping and spreading of tile adhesive.",http://images.salsify.com/image/upload/s--i0yeLy3Z--/jq7q2pxq2m7yln5eicrk.png,http://images.salsify.com/image/upload/s--i0yeLy3Z--/jq7q2pxq2m7yln5eicrk.png,http://images.salsify.com/image/upload/s--i0yeLy3Z--/jq7q2pxq2m7yln5eicrk.png,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Kf7xTYEM--/ptrttnlzloqjdmij67qh.png,http://images.salsify.com/image/upload/s--4uQvGLk7--/k6d2b9w37i57t6v57apk.png,http://images.salsify.com/image/upload/s--OVvUshCW--/lxqksytol2qnzl5ofuld.png,http://images.salsify.com/image/upload/s--kf62gMwy--/ifugft0gqtsvjpr5zmkw.png,,,,,,,,,,,,,,,,,,,,,,,,,The OX Trade Notched Stainless Towel has a stainless steel blade for durability and rust resistance. It also features a heavy-duty aluminium shank for strength and durability and a DURAGRIP handle for comfort during use.,"Stainless steel blade for durability and rust resistance, Heavy duty riveted aluminium shank for strength and durability, DURAGRIP handle for comfort during use, Ideal for precise scooping and spreading of tile adhesive.",,,,,,,,,,,,0,,0.0,0,,0.0,0,0.0,,378,0.378,0.83
OX-P016418,"OX Pro 1800mm Aluminium Bullfloat, Milled Finish",Wet Trade Hand Tools > Concreting Tools > Bullfloats & Telescopic Handles,OX-P016418,,http://images.salsify.com/image/upload/s--ACuXgWfY--/icyfq5u1nc3tnw0uiaie.png,http://images.salsify.com/image/upload/s--ACuXgWfY--/icyfq5u1nc3tnw0uiaie.png,http://images.salsify.com/image/upload/s--vODciWTX--/wt3obcdormmujlihxtyz.png,,,,,,http://images.salsify.com/image/upload/s--ACuXgWfY--/icyfq5u1nc3tnw0uiaie.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,71.65,1820.0,25,9.84,250.0,7,70.0,2.76,3390,3.39,7.47
OX-P045910,OX Pro 10-Ounce Precision Drip Free Caulk Gun with On/Off Adjustment | 12:1 Thrust Ratio,General Hand Tools > Caulk & Sausage Guns > Caulk Guns,OX-P045910,,http://images.salsify.com/image/upload/s--uqhQEwX7--/s0uiq3fcoanrsfxerbd2.jpg,http://images.salsify.com/image/upload/s--uqhQEwX7--/s0uiq3fcoanrsfxerbd2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-UTDT-00,OX Diamond Tiling Holesaw M14 -100mm,Power Tool Accessories > Core Bits > Tile Holesaws,OX-UTDT-00,,http://images.salsify.com/image/upload/s--QE8UMd4H--/do7tai39iqkek6973abh.png,http://images.salsify.com/image/upload/s--QE8UMd4H--/do7tai39iqkek6973abh.png,,http://images.salsify.com/image/upload/s--QE8UMd4H--/do7tai39iqkek6973abh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.94,10.0,15,5.91,150.0,14.5,145.0,5.71,541,0.541,1.19
OX-P226102,OX Pro Utility Folding Knife - w/ Blades,General Hand Tools > Cutting > Knives & Blades,OX-P226102,"Durable folding knife with compact flip design: Quick-flip folding design combines a compact size with pro-grade durability—ideal for tradespeople who need a reliable, portable knife that fits easily in your pocket or belt., Built-in blade storage and ABS handle: Integrated storage holds 3 blades inside the handle, with an ABS grip for added control, comfort, and reduced hand fatigue during repetitive cutting., Includes 10 SK5 blackened utility blades Made from hardened SK5 steel for superior edge retention, these blades are optimized to deliver sharp, accurate cuts and resist snapping under pressure., Quick and safe blade changes: Change blades in seconds using the tool-free release button. Stay productive on the job without wasting time or handling blades unsafely., Safe blade dispenser and full compatibility Blade pack includes a dispenser for safe blade handling. Blades fit all OX utility knives and most standard-size box cutters and folding knives on the market.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX PRO Utility Folding Knife + 10PK Blade Combo is a high-performance folding box cutter knife combo designed for pros. The utility knife features a foldable compact design with one-touch blade change, a built-in wire cutter and stripper, and a durable metal body with a secure ABS plastic grip for added comfort. 

The integrated blade storage compartment holds up to 3 extra blades—so you’re always ready when a blade wears down. Also included is a 10-pack of premium blackened SK5 steel blades, designed for strength, edge retention and durability. 

These blades are hardened and tempered to resist chipping, bending and breakage. Whether you're slicing through drywall, insulation, plastic, or packaging, this combo ensures you have plenty of backup blades to keep going. 

Each blade is double-sided and compatible with all standard-size utility knives, and comes in a dispenser for safe storage. Suitable for contractors, electricians, and tradespeople seeking a compact folding utility knife.","The OX PRO Folding Knife + 10PK SK5 Blades Combo is built for serious pros. Featuring a compact flip design box cutter, tool-free blade change, built-in wire cutter, and integrated blade storage, it’s perfect for all construction professionals. Includes 10 ultra-tough SK5 blackened blades in a dispenser. Suitable for electricians, contractors, and tradespeople who demand reliable tools that last.","Durable folding knife with compact flip design: Quick-flip folding design combines a compact size with pro-grade durability—ideal for tradespeople who need a reliable, portable knife that fits easily in your pocket or belt., Built-in blade storage and ABS handle: Integrated storage holds 3 blades inside the handle, with an ABS grip for added control, comfort, and reduced hand fatigue during repetitive cutting., Includes 10 SK5 blackened utility blades Made from hardened SK5 steel for superior edge retention, these blades are optimized to deliver sharp, accurate cuts and resist snapping under pressure., Quick and safe blade changes: Change blades in seconds using the tool-free release button. Stay productive on the job without wasting time or handling blades unsafely., Safe blade dispenser and full compatibility Blade pack includes a dispenser for safe blade handling. Blades fit all OX utility knives and most standard-size box cutters and folding knives on the market.",,,,,,,,,,,,,,,,,,,,,,,
OX-D458214,Black Diamond Blade Pegboard Attachment | 14-Slots,Marketing & Promotional > Merchandising > Pegboard Attachments,OX-D458214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
